Balanced Accuracy,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Model Year
0.6034278882158952,0.755,0.7042083273114268,0.1886050799705226,0.15086206896551724,0.42168674698795183,0.2222222222222222,0
0.6248891953117305,0.769,0.6930956367576087,0.1647488163587754,0.15625,0.45454545454545453,0.2325581395348837,0
0.6875420990741058,0.793,0.7412177050153554,0.2792173653572645,0.24770642201834864,0.5567010309278351,0.34285714285714286,0
0.6445565436179528,0.768,0.6939281441556999,0.21268685175538515,0.19047619047619047,0.4943820224719101,0.275,0
0.6337638957082248,0.749,0.704158326094346,0.1900529046689482,0.172,0.4942528735632184,0.2551928783382789,0
0.6186113789778206,0.761,0.6870973963355835,0.17951877994844262,0.16521739130434782,0.4470588235294118,0.24126984126984127,0
0.6398419629860678,0.776,0.6909310667498441,0.2321086249735723,0.18181818181818182,0.47619047619047616,0.26315789473684215,0
0.5971209387649904,0.759,0.6193544474597856,0.1547129429694073,0.12719298245614036,0.4084507042253521,0.1939799331103679,0
0.6677655677655678,0.778,0.7440415140415141,0.24192612441386824,0.21052631578947367,0.5333333333333333,0.3018867924528302,0
0.6533333333333333,0.768,0.7147333333333332,0.30072163657468115,0.21794871794871795,0.51,0.30538922155688625,0
0.6200853571023908,0.762,0.6965920106759326,0.18121462780118197,0.1703056768558952,0.4482758620689655,0.2468354430379747,0
0.5998863622625998,0.758,0.6778370144706778,0.20050673703664515,0.16444444444444445,0.4065934065934066,0.2341772151898734,0
0.7065895210543234,0.756,0.7487238829958214,0.2478754748776561,0.20446096654275092,0.6470588235294118,0.3107344632768362,0
0.6410921311911411,0.761,0.6700757987886701,0.21560817710482927,0.18907563025210083,0.4945054945054945,0.2735562310030395,0
0.6183441869373683,0.777,0.6691725723041563,0.20604619204827826,0.18660287081339713,0.42391304347826086,0.25913621262458475,0
0.6594969218567058,0.777,0.7145069305434906,0.2673238880072545,0.19911504424778761,0.5172413793103449,0.28753993610223644,0
0.6706955708047411,0.783,0.7514426076107299,0.2697232808619542,0.20179372197309417,0.5357142857142857,0.2931596091205212,0
0.652920753801604,0.766,0.7125183826316348,0.24505622223926077,0.15611814345991562,0.5211267605633803,0.24025974025974028,0
0.6893747290142029,0.782,0.7094900868468421,0.22195359384491797,0.2077922077922078,0.5783132530120482,0.30573248407643316,0
0.6087758112094396,0.764,0.6832480641592921,0.1954433220578826,0.18181818181818182,0.4166666666666667,0.25316455696202533,0
0.6402594199486541,0.773,0.7127658381820423,0.2055718550695317,0.21171171171171171,0.47474747474747475,0.29283489096573206,0
